id,first_name,second_name,web_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
620,El Hadji Malick,Diouf,Diouf,4,2,45,0.1,9059,2616,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brentford,DEF,4.5,0,0,0,0
109,Bart,Verbruggen,Verbruggen,5,1,45,21.7,285256,166245,6,3.0,180,0,0,1,4,0,0,1,0,24,16.8,0.0,0.0,1.7,3.0,0.7,1.3,,,,Brighton,GK,4.5,0,0,0,0
111,Jason,Steele,Steele,5,1,40,4.3,57867,39307,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,GK,4.0,0,0,0,0
113,Ferdi,Kadıoğlu,F.Kadıoğlu,5,2,44,2.0,12751,76748,0,0.0,90,0,0,0,4,0,0,0,0,-4,2.8,16.7,8.0,2.8,0.0,0.0,0.0,3.0,,,Brighton,DEF,4.4,0,0,0,0
114,Olivier,Boscagli,Boscagli,5,2,45,0.3,8862,4866,5,2.5,180,0,0,1,4,1,0,0,0,27,32.0,33.9,17.0,8.3,2.5,0.6,1.1,,,,Brighton,DEF,4.5,0,0,0,0
115,Maxim,De Cuyper,De Cuyper,5,2,47,16.1,1134103,110582,17,8.5,167,1,1,1,4,0,0,0,2,44,49.4,69.0,48.0,16.7,8.5,1.8,3.6,2.0,4.0,,Brighton,DEF,4.7,0,0,0,0
116,Lewis,Dunk,Dunk,5,2,45,1.3,29364,16791,5,2.5,180,0,0,1,4,1,0,0,0,20,28.2,8.4,0.0,3.7,2.5,0.6,1.1,,3.0,,Brighton,DEF,4.5,0,0,0,0
117,Diego,Coppola,Coppola,5,2,45,0.0,410,470,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,DEF,4.5,0,0,0,0
118,Igor Julio,dos Santos de Paulo,Igor,5,2,45,0.1,915,2251,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,DEF,4.5,0,0,0,0
119,João Pedro,Loureiro da Costa,Costinha,5,2,45,0.0,586,624,1,0.5,36,0,0,0,0,1,0,0,0,6,8.2,2.2,18.0,2.8,0.5,0.1,0.2,,,,Brighton,DEF,4.5,0,0,0,0
120,Michael,Svoboda,Svoboda,5,2,50,0.1,1490,1536,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,DEF,5.0,0,0,0,0
121,Mitoma,Kaoru,Mitoma,5,3,60,0.0,276,2080,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,6.0,0,0,0,0
122,Yankuba,Minteh,Minteh,5,3,59,0.0,218,5214,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,Brighton,MID,5.9,0,0,0,0
123,Jack,Hinshelwood,Hinshelwood,5,3,60,1.4,145862,124082,16,16.0,63,2,0,1,0,0,0,0,3,54,72.8,13.4,59.0,14.5,8.0,1.3,2.7,,,,Brighton,MID,6.0,0,0,0,0
124,Pascal,Groß,Groß,5,3,55,15.1,341108,188230,15,7.5,180,1,1,1,4,1,0,0,3,64,68.8,90.1,31.0,19.0,7.5,1.4,2.7,1.0,1.0,1.0,Brighton,MID,5.5,1,1,1,1
125,Georginio,Rutter,Georginio,5,4,55,0.8,27934,36398,5,5.0,90,0,1,1,0,0,0,0,0,22,19.8,11.4,15.0,4.6,2.5,0.5,0.9,,,,Brighton,FWD,5.5,0,0,0,0
126,Matt,O'Riley,O'Riley,5,3,55,0.1,1529,3016,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,Brighton,MID,5.5,0,0,0,0
127,Diego,Gómez Amarilla,Gomez,5,3,50,4.6,150255,61956,11,5.5,175,0,2,1,4,0,0,0,0,42,37.6,45.4,83.0,16.6,5.5,1.1,2.2,,5.0,,Brighton,MID,5.0,0,0,0,0
128,Facundo,Buonanotte,Buonanotte,5,3,50,0.0,0,257,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,5.0,0,0,0,0
129,Yasin,Ayari,Ayari,5,3,54,0.5,4723,24504,2,2.0,63,0,0,1,0,1,0,0,0,8,0.0,15.0,6.0,1.7,1.0,0.2,0.4,4.0,2.0,,Brighton,MID,5.4,0,0,0,0
130,Mats,Wieffer,Wieffer,5,2,50,0.5,24992,9829,7,3.5,156,0,0,1,4,0,0,0,1,38,37.0,35.5,10.0,8.3,3.5,0.7,1.4,,,,Brighton,DEF,5.0,0,0,0,0
132,Harry,Howell,Howell,5,3,45,0.0,0,2389,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,4.5,0,0,0,0
133,Tom,Watson,Watson,5,3,50,0.0,0,97,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,5.0,0,0,0,0
134,Nehemiah,Oriola,Oriola,5,3,45,0.3,4690,5923,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,4.5,0,0,0,0
135,Zadok,Yohanna,Yohanna,5,3,50,0.1,796,2164,1,1.0,12,0,0,0,0,0,0,0,0,3,0.2,1.3,0.0,0.2,0.5,0.1,0.2,,,,Brighton,MID,5.0,0,0,0,0
137,Stefanos,Tzimas,Tzimas,5,4,55,0.0,152,430,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,FWD,5.5,0,0,0,0
138,Charalampos,Kostoulas,Kostoulas,5,4,55,0.4,22967,6884,6,3.0,105,0,1,0,4,0,0,0,0,16,5.0,15.5,27.0,4.6,3.0,0.5,1.1,,,,Brighton,FWD,5.5,0,0,0,0
139,Evan,Ferguson,Ferguson,5,4,50,0.0,780,1245,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,FWD,5.0,0,0,0,0
328,Pascal,Struijk,Struijk,5,2,50,0.2,2705,5590,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,DEF,5.0,0,0,0,0
504,Luka,Vušković,Vuskovic,5,2,50,2.4,38608,38857,6,3.0,180,0,0,1,4,0,0,0,0,17,35.2,12.8,17.0,6.5,3.0,0.6,1.2,,,,Brighton,DEF,5.0,0,0,0,0
594,Promise,David,David,5,4,60,0.2,6131,8790,1,1.0,10,0,0,0,0,0,0,0,0,3,0.0,3.7,0.0,0.4,0.5,0.1,0.2,,,2.0,Brighton,FWD,6.0,0,0,0,0
600,Ibrahim,Osman,Osman,5,3,50,0.0,490,378,2,1.0,28,0,0,0,1,0,0,0,0,13,7.2,16.7,6.0,3.0,1.0,0.2,0.4,,,,Brighton,MID,5.0,0,0,0,0
605,Malick,Yalcouyé,Yalcouyé,5,3,45,1.8,161600,26296,9,4.5,77,1,0,0,3,0,0,0,1,42,51.4,22.8,42.0,11.6,4.5,1.0,2.0,,,,Brighton,MID,4.5,0,0,0,0
614,Jaouen,Hadjam,Hadjam,5,2,45,0.0,2623,481,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,DEF,4.5,0,0,0,0
624,Amario,Cozier-Duberry,Cozier-Duberry,5,3,50,0.0,117,53,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,5.0,0,0,0,0
639,José María,Andrés Baixauli,Andrés,5,3,55,0.0,145,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,5.5,0,0,0,0
652,Femi,Azeez,Azeez,5,3,55,0.0,143,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Brighton,MID,5.5,0,0,0,0
28,Emiliano,Martínez Romero,Martinez,6,1,50,4.4,87692,110823,2,2.0,90,0,0,0,3,0,0,4,0,18,36.2,20.0,0.0,5.6,1.0,0.2,0.4,,,,Chelsea,GK,5.0,0,0,0,0
40,Morgan,Rogers,Rogers,6,3,75,24.5,434436,318599,13,6.5,171,1,1,0,5,0,0,0,1,65,75.6,100.0,52.0,22.7,6.5,0.9,1.7,4.0,,,Chelsea,MID,7.5,0,0,0,0
101,Jordan,Henderson,Henderson,6,3,50,0.0,407,1369,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,MID,5.0,0,0,0,0
136,Danny,Welbeck,Welbeck,6,4,59,0.8,9954,43143,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,FWD,5.9,0,0,0,0
140,Robert,Lynch Sánchez,Sánchez,6,1,49,1.5,10847,92805,2,2.0,90,0,0,0,2,0,0,4,0,6,21.4,0.0,0.0,2.1,1.0,0.2,0.4,,,,Chelsea,GK,4.9,0,0,0,0
141,Filip,Jörgensen,Jörgensen,6,1,50,0.0,0,737,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,GK,5.0,0,0,0,0
142,Reece,James,James,6,2,55,8.2,86697,250395,1,0.5,112,0,0,0,3,1,0,0,0,4,23.8,17.2,21.0,6.2,0.5,0.1,0.2,1.0,1.0,,Chelsea,DEF,5.5,1,1,0,1
143,Trevoh,Chalobah,Chalobah,6,2,55,0.1,0,11231,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,DEF,5.5,0,0,0,0
144,Malo,Gusto,Gusto,6,2,50,1.1,22232,28802,2,1.0,165,0,0,0,5,0,0,0,0,1,15.0,10.5,6.0,3.2,1.0,0.2,0.4,,,,Chelsea,DEF,5.0,0,0,0,0
145,Wesley,Fofana,Fofana,6,2,50,0.1,3156,1342,0,0.0,67,0,0,0,2,1,0,0,0,-2,19.4,0.9,0.0,2.0,0.0,0.0,0.0,,,,Chelsea,DEF,5.0,0,0,0,0
146,Benoît,Badiashile Mukinayi,B.Badiashile,6,2,45,0.0,232,1436,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,DEF,4.5,0,0,0,0
148,Jorrel,Hato,Hato,6,2,45,0.6,23563,13039,5,2.5,154,0,1,0,5,0,0,0,0,17,38.4,33.0,11.0,8.3,2.5,0.6,1.1,,,,Chelsea,DEF,4.5,0,0,0,0
149,Levi,Samuels Colwill,Colwill,6,2,50,1.3,17531,44314,1,0.5,161,0,0,0,4,1,0,0,0,8,19.2,2.0,7.0,2.9,0.5,0.1,0.2,,,,Chelsea,DEF,5.0,0,0,0,0
150,Mamadou,Sarr,M.Sarr,6,2,45,0.0,429,3936,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,DEF,4.5,0,0,0,0
151,Josh,Acheampong,Acheampong,6,2,45,0.4,12373,8810,4,2.0,112,0,0,0,3,0,0,0,0,12,39.4,2.3,2.0,4.3,2.0,0.4,0.9,,,,Chelsea,DEF,4.5,0,0,0,0
152,Marco,Palestra,Palestra,6,2,54,1.4,5681,132056,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,DEF,5.4,0,0,0,0
154,Cole,Palmer,Palmer,6,3,96,18.4,699294,177613,20,10.0,172,2,1,0,5,0,0,0,3,88,106.0,66.6,80.0,25.3,10.0,1.0,2.1,,3.0,1.0,Chelsea,MID,9.6,0,0,1,1
156,Pedro,Lomba Neto,Neto,6,3,65,1.3,24941,39480,8,4.0,81,1,0,0,2,0,0,0,0,41,50.4,29.7,42.0,12.2,4.0,0.6,1.2,2.0,4.0,,Chelsea,MID,6.5,0,0,0,0
157,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,6,3,64,0.9,8726,53557,1,1.0,7,0,0,0,0,0,0,0,0,3,0.2,0.4,0.0,0.1,0.5,0.1,0.2,5.0,,3.0,Chelsea,MID,6.4,0,0,0,0
158,Jamie,Bynoe-Gittens,Gittens,6,3,59,0.0,501,1617,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,MID,5.9,0,0,0,0
159,Moisés,Caicedo Corozo,Caicedo,6,3,54,2.0,12521,176015,1,1.0,13,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0.5,0.1,0.2,,,,Chelsea,MID,5.4,0,0,0,0
161,Roméo,Lavia,Lavia,6,3,50,0.2,12651,3971,8,4.0,131,1,0,0,4,1,0,0,0,40,52.6,22.7,66.0,14.2,4.0,0.8,1.6,,,,Chelsea,MID,5.0,0,0,0,0
163,Dário,Luís Essugo,D.Essugo,6,3,45,0.2,2698,6385,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,MID,4.5,0,0,0,0
164,Geovany,Quenda,Quenda,6,3,54,0.0,492,1850,1,1.0,8,0,0,0,0,0,0,0,0,2,1.2,0.3,2.0,0.4,0.5,0.1,0.2,,,,Chelsea,MID,5.4,0,0,0,0
165,João Pedro,Junqueira de Jesus,João Pedro,6,4,77,69.6,781897,156159,20,10.0,180,2,2,0,5,0,0,0,4,89,104.0,45.5,83.0,23.2,10.0,1.3,2.6,,,,Chelsea,FWD,7.7,0,0,0,0
168,Marc,Guiu Paz,Marc Guiu,6,4,50,0.4,4102,16363,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,FWD,5.0,0,0,0,0
169,Shumaira,Mheuka,Mheuka,6,4,45,0.4,9928,9364,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,FWD,4.5,0,0,0,0
170,Emmanuel,Emegha,Emegha,6,4,50,0.1,3745,5159,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,FWD,5.0,0,0,0,0
200,Maxence,Lacroix,Lacroix,6,2,60,8.4,93598,167366,7,3.5,180,0,1,0,5,0,0,0,0,22,57.2,11.3,8.0,7.6,3.5,0.6,1.2,,,,Chelsea,DEF,6.0,0,0,0,0
560,Mike,Penders,Penders,6,1,45,0.1,711,1775,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,GK,4.5,0,0,0,0
561,Aaron,Anselmino,Anselmino,6,2,45,0.0,310,678,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Chelsea,DEF,4.5,0,0,0,0
568,Valentín,Barco,Barco,6,3,55,0.1,1470,3348,1,1.0,8,0,0,0,1,0,0,0,0,1,0.0,0.0,4.0,0.2,0.5,0.1,0.2,,,,Chelsea,MID,5.5,0,0,0,0
583,Pep,Chavarría,Chavarria,6,2,50,0.2,1676,5839,2,1.0,43,0,0,0,1,0,0,0,0,4,8.8,0.5,2.0,1.2,1.0,0.2,0.4,,,,Chelsea,DEF,5.0,0,0,0,0
91,Ethan,Pinnock,Pinnock,7,2,45,0.1,1014,1994,1,1.0,12,0,0,0,1,0,0,0,0,-1,3.8,0.7,0.0,0.5,0.5,0.1,0.2,,,,Coventry City,DEF,4.5,0,0,0,0
104,Frank,Onyeka,Onyeka,7,3,50,0.1,2782,4687,2,2.0,90,0,0,0,3,0,0,0,0,8,3.6,1.6,0.0,0.5,1.0,0.2,0.4,,,,Coventry City,MID,5.0,0,0,0,0
110,Carl,Rushworth,Rushworth,7,1,45,1.0,14100,18419,3,1.5,180,0,0,0,4,0,0,3,0,10,24.8,0.0,0.0,2.5,1.5,0.3,0.7,,,,Coventry City,GK,4.5,0,0,0,0
171,Oliver,Dovin,Dovin,7,1,40,1.4,8924,19152,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,GK,4.0,0,0,0,0
172,Ben,Wilson,Wilson,7,1,45,0.4,436,6885,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,GK,4.5,0,0,0,0
173,Bobby,Thomas,Thomas,7,2,40,8.4,132015,78013,11,5.5,167,0,0,1,3,0,0,0,2,39,40.2,11.9,1.0,5.3,5.5,1.4,2.8,,,,Coventry City,DEF,4.0,0,0,0,0
174,Liam,Kitching,Kitching,7,2,40,0.6,981,11728,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,DEF,4.0,0,0,0,0
175,Milan,van Ewijk,van Ewijk,7,2,40,11.9,69444,147770,3,1.5,180,0,0,0,4,0,0,0,0,7,26.0,35.9,8.0,7.0,1.5,0.4,0.8,,,,Coventry City,DEF,4.0,0,0,0,0
176,Jay,Dasilva,Dasilva,7,2,40,0.8,5352,9400,3,1.5,180,0,0,0,4,0,0,0,0,11,29.0,11.1,17.0,5.8,1.5,0.4,0.8,,,,Coventry City,DEF,4.0,0,0,0,0
177,Kaine,Kesler-Hayden,Kesler-Hayden,7,2,40,0.0,269,1802,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,DEF,4.0,0,0,0,0
178,Jake,Bidwell,Bidwell,7,2,40,0.1,1005,1575,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,DEF,4.0,0,0,0,0
179,Joel,Latibeaudiere,Latibeaudiere,7,2,40,0.0,395,797,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,DEF,4.0,0,0,0,0
180,Luke,Woolfenden,Woolfenden,7,2,40,0.1,1486,5008,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,DEF,4.0,0,0,0,0
181,Miguel,Brau,Brau,7,2,40,0.0,275,1179,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,DEF,4.0,0,0,0,0
182,Aurèle,Amenda,Amenda,7,2,40,0.8,5755,10916,2,1.0,180,0,0,0,4,1,0,0,0,5,40.2,2.9,5.0,4.9,1.0,0.2,0.5,,,,Coventry City,DEF,4.0,0,0,0,0
183,Jack,Rudoni,Rudoni,7,3,50,0.1,1862,3216,4,2.0,90,0,0,1,0,0,0,0,0,15,12.4,31.5,21.0,6.5,2.0,0.4,0.8,4.0,1.0,,Coventry City,MID,5.0,0,1,0,1
184,Matt,Grimes,Grimes,7,3,50,0.2,2704,4513,4,2.0,180,0,0,0,4,0,0,0,0,28,27.6,24.6,2.0,5.4,2.0,0.4,0.8,1.0,,3.0,Coventry City,MID,5.0,1,0,0,1
185,Tatsuhiro,Sakamoto,Sakamoto,7,3,49,0.1,455,2833,1,1.0,31,0,0,0,1,0,0,0,0,8,6.2,5.9,7.0,1.9,0.5,0.1,0.2,,,,Coventry City,MID,4.9,0,0,0,0
186,Ephron,Mason-Clark,Mason-Clark,7,3,54,0.1,685,3186,1,1.0,57,0,0,0,0,0,0,0,0,4,4.2,16.0,0.0,2.0,0.5,0.1,0.2,,,,Coventry City,MID,5.4,0,0,0,0
187,Josh,Eccles,Eccles,7,3,49,0.0,483,645,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,MID,4.9,0,0,0,0
188,Victor,Torp,Torp,7,3,54,0.1,634,4180,2,1.0,47,0,0,0,1,0,0,0,0,10,6.8,20.0,0.0,2.6,1.0,0.2,0.4,2.0,2.0,2.0,Coventry City,MID,5.4,0,0,0,0
189,George,Shepherd,Shepherd,7,3,45,0.3,2432,6230,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,MID,4.5,0,0,0,0
190,Loum,Tchaouna,Tchaouna,7,3,55,0.1,2864,4109,3,1.5,139,0,0,0,3,0,0,0,0,18,8.8,24.5,8.0,4.2,1.5,0.3,0.5,,,,Coventry City,MID,5.5,0,0,0,0
191,Raphael,Borges Rodrigues,Borges Rodrigues,7,3,45,0.2,1943,4559,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,MID,4.5,0,0,0,0
192,Kai,Andrews,Andrews,7,3,45,0.5,2718,22296,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,MID,4.5,0,0,0,0
193,Haji,Wright,Wright,7,4,54,0.1,293,8340,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Coventry City,FWD,5.4,0,0,1,1
194,Brandon,Thomas-Asante,Thomas-Asante,7,4,50,0.8,28763,22060,3,1.5,101,0,0,0,4,0,0,0,0,14,5.8,3.1,2.0,1.1,1.5,0.3,0.6,,,4.0,Coventry City,FWD,5.0,0,0,0,0
195,Ellis,Simms,Simms,7,4,50,0.9,28727,27059,2,2.0,69,0,0,0,3,0,0,0,0,7,2.6,12.3,2.0,1.7,1.0,0.2,0.4,,,,Coventry City,FWD,5.0,0,0,0,0
196,Jahnoah,Markelo,Markelo,7,4,50,0.0,0,850,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,FWD,5.0,0,0,0,0
197,Norman,Bassette,Bassette,7,4,45,0.0,0,1283,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,FWD,4.5,0,0,0,0
492,Taiwo,Awoniyi,Awoniyi,7,4,55,0.7,12770,23053,3,1.5,110,0,0,0,1,0,0,0,0,10,10.0,25.0,65.0,10.0,1.5,0.3,0.5,,,5.0,Coventry City,FWD,5.5,0,0,0,0
575,Caleb,Yirenkyi,Yirenkyi,7,3,50,0.2,1668,5872,4,2.0,131,0,0,1,3,1,0,0,0,19,9.4,19.1,7.0,3.2,2.0,0.4,0.8,,,,Coventry City,MID,5.0,0,0,0,0
584,Gustavo,Hamer,Hamer,7,3,55,0.1,526,3222,2,1.0,27,0,0,0,1,0,0,0,0,5,0.6,1.8,0.0,0.3,1.0,0.2,0.4,3.0,,,Coventry City,MID,5.5,0,0,0,0
599,Sidiki,Cherif,Cherif,7,4,50,0.1,3688,3342,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,FWD,5.0,0,0,0,0
623,Dan,Bentley,Bentley,7,1,40,0.2,11092,1829,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Coventry City,GK,4.0,0,0,0,0
42,Evann,Guessand,Guessand,8,3,55,0.0,944,1454,2,1.0,54,0,0,0,1,0,0,0,0,6,5.4,2.1,7.0,1.5,1.0,0.2,0.4,,,,Crystal Palace,MID,5.5,0,0,0,0
153,Axel,Disasi,Disasi,8,2,45,0.1,1757,1700,1,1.0,16,0,0,0,1,0,0,0,0,-2,1.2,0.0,0.0,0.1,0.5,0.1,0.2,,,,Crystal Palace,DEF,4.5,0,0,0,0
198,Dean,Henderson,Henderson,8,1,50,1.8,17578,29492,3,1.5,180,0,0,0,6,0,0,7,0,18,58.4,0.0,0.0,5.8,1.5,0.3,0.6,,,,Crystal Palace,GK,5.0,0,0,0,0
199,Walter,Benítez,Benitez,8,1,45,0.1,1017,2464,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,GK,4.5,0,0,0,0
202,Chris,Richards,Richards,8,2,50,0.7,8395,15865,3,1.5,180,0,0,0,6,0,0,0,0,9,57.6,0.8,17.0,7.5,1.5,0.3,0.6,,,,Crystal Palace,DEF,5.0,0,0,0,0
203,Jaydee,Canvot,Canvot,8,2,49,0.3,2064,8788,1,0.5,180,0,0,0,6,0,0,0,0,8,50.2,6.2,5.0,6.1,0.5,0.1,0.2,,,,Crystal Palace,DEF,4.9,0,0,0,0
204,Tyrick,Mitchell,Mitchell,8,2,45,4.7,13247,112815,1,0.5,180,0,0,0,6,0,0,0,0,1,23.2,35.4,9.0,6.7,0.5,0.1,0.2,,,,Crystal Palace,DEF,4.5,0,0,0,0
205,Borna,Sosa,Sosa,8,2,45,0.0,236,873,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,DEF,4.5,0,0,0,0
206,Chadi,Riad Dnanou,Chadi Riad,8,2,44,0.0,474,4244,1,1.0,72,0,0,0,2,0,0,0,0,7,12.6,1.3,0.0,1.4,0.5,0.1,0.2,,,,Crystal Palace,DEF,4.4,0,0,0,0
207,Oscar,Mingueza,Mingueza,8,2,44,0.1,731,2319,1,1.0,15,0,0,0,1,0,0,0,0,1,2.2,0.1,0.0,0.2,0.5,0.1,0.2,,,,Crystal Palace,DEF,4.4,0,0,0,0
208,Ismaïla,Sarr,Sarr,8,3,63,1.3,2371,302969,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,Crystal Palace,MID,6.3,0,0,0,0
210,Adam,Wharton,Wharton,8,3,55,0.9,15074,19231,6,3.0,180,0,0,0,6,0,0,0,0,41,33.0,55.6,0.0,8.9,3.0,0.5,1.1,2.0,,,Crystal Palace,MID,5.5,0,0,0,0
211,Yéremy,Pino Santos,Yeremy,8,3,55,0.2,4377,4455,6,3.0,102,0,1,0,3,0,0,0,0,31,12.8,40.5,15.0,6.8,3.0,0.5,1.1,1.0,1.0,,Crystal Palace,MID,5.5,1,1,0,1
212,Will,Hughes,Hughes,8,3,45,9.6,51833,198373,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,Crystal Palace,MID,4.5,0,0,0,0
213,Jefferson,Lerma Solís,Lerma,8,3,49,0.1,592,2906,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Crystal Palace,MID,4.9,0,0,0,0
214,Daichi,Kamada,Kamada,8,3,50,0.3,5467,6818,5,2.5,180,0,0,0,6,1,0,0,0,46,38.0,32.1,7.0,7.7,2.5,0.5,1.0,3.0,,,Crystal Palace,MID,5.0,0,0,0,0
